,uid,forward_level,comment_level,like_level
868602,4c45b9f47d479f95a463e0d6a1c5f060,1.0,2.0,1.0
868644,41fc8c339edc135ecd98acb8dc160ac9,1.0,1.0,1.0
868652,4adadcdfce9c17277b4748492836df81,1.0,1.0,1.0
868663,ddde435cdd92e9d5585b0a0f1c8de429,1.0,1.0,1.0
868716,f160c8d686afb4324b623d15ccda8cbd,1.0,1.0,1.0
868727,b87e8dba83d88e0b0dfbf0d63cfe9b2c,1.0,1.0,1.0
868766,29472c6bf6b19c4afaf1c040e2fa8a28,1.0,1.0,1.0
868777,94e21a6ad50dc48c03f26490688e78ef,1.0,1.0,1.0
868888,d678237652f1d4f12c75962a65034e78,1.0,1.0,1.0
868912,a6c2c6731278bc63e31ac7cc7e65a148,1.0,1.0,1.0
868916,b3920910a39b34da245ac7a77b33def1,1.0,1.0,1.0
868956,a9edd82f34bd4d5b3700b335e2253485,1.0,1.0,1.0
868968,1321389b03092868b649609f9652fb50,1.0,1.0,1.0
869025,6d2cbfe136295ea5766157c3b2ff2de0,1.0,1.0,1.0
869063,7494625af006d3f536ac9ce9166362ca,1.0,1.0,1.0
869079,afe70285cac74fbf553a340a855ae00b,1.0,1.0,1.0
869093,eaa09d1a10520a16dd1cf3c899353390,1.0,1.0,1.0
869097,8a383fe50335dbe7b1e553414c69bb87,1.0,1.0,1.0
869105,fe92e41edd3fce88ee7d0baf39f5b79d,1.0,1.0,1.0
869124,635768bcf5e0377530280ae4a751a842,1.0,1.0,1.0
869126,d1567ec95c7cbd76475f8446d5e35418,1.0,1.0,1.0
869145,9f5babcc3d39dccd0ff1cd6fa177850b,1.0,1.0,1.0
869172,38ed708860d1b42c7e877043a004d3f2,1.0,1.0,1.0
869180,d4a632c6712529f6509bc4d39030b090,1.0,1.0,1.0
869182,714c7c20ded7297008bb16e115bab4df,1.0,1.0,1.0
869206,dd6611311a83b9c4168b5bd5fb08b079,1.0,1.0,1.0
869208,ab644bebca286e5ac5537fe736aedbd7,1.0,1.0,1.0
869258,2321bafe984b33399ece20d02e1fa958,1.0,1.0,1.0
869274,063371083b2bb8cfaca892db2a703b2b,1.0,1.0,1.0
869292,c5f4c3a3a6402d0dfd7c0f926827412e,3.0,2.0,3.0
869314,d281ece9ccb0fb044aea3cbf9138d837,3.0,3.0,1.0
869320,e2dfe58070401db2237761a6cd9f8e79,1.0,3.0,2.0
869403,ee136fdecfd6569122a4600f357628d8,1.0,1.0,2.0
869462,9b04bd363c6323db9ad355966636d9db,1.0,1.0,2.0
869469,63629003eb05e3148af84fc6fadd5fcc,1.0,1.0,2.0
869472,1ced56b96ff1ed6d2d1ffa2d598ec0c9,1.0,2.0,1.0
869480,a15ae9e07fc861978f0cb1b6d079978b,1.0,1.0,1.0
869521,1297715e8c5097edde3bc6101cf4156e,1.0,1.0,1.0
869764,ef001cb72c6732fedad2c1163697ce0b,1.0,1.0,1.0
869777,931813d588166dbbc6729fb0f4069016,1.0,1.0,1.0
869792,5cf8fdf72f6066720a67366ffbe4da5e,1.0,1.0,1.0
869793,c27b8101fde3efe3bf11a21f8f972d88,1.0,1.0,1.0
869853,f15490a4e68cb466051a1f6d1fa89f10,1.0,2.0,2.0
869868,0ee318c3d84fac691d8065171e194c26,3.0,2.0,3.0
869890,542b799f86fe3d6bb0ae6e03d270ddcb,1.0,1.0,1.0
869954,2d721a86aa9413784848a535d9e3e15b,1.0,1.0,1.0
869968,afc2098e1428d67b5b363c35d7414d3c,1.0,1.0,1.0
869977,89de80c4b8d0384a9278a761154e40de,1.0,2.0,2.0
870033,43c69adf990876ca06003bed1c037152,1.0,2.0,1.0
870058,54673aa51621e712dab3ba5398ada431,1.0,2.0,2.0
870076,889d2c35cbabd64a2207163836b8328e,1.0,1.0,1.0
870143,eb571fec030c5a14d29a7b230168dd1b,1.0,1.0,1.0
870146,271273815147409ca0f7522138d83a0c,1.0,1.0,1.0
870162,02b2e76efbc58ae6cebfe1312e3f15c7,1.0,2.0,2.0
870255,d2052898ab880ffc569c69a530a250f1,1.0,1.0,1.0
870260,3624913b80912fe63480069346136239,1.0,1.0,1.0
870280,360fb0518b3ce20d583215b0d41f6eed,3.0,3.0,2.0
870329,3e511f29a3d757717e6d3fd579a7c7b4,1.0,1.0,1.0
870391,4729d6d4ad60afaa1d970a8ce0baf5ca,1.0,1.0,1.0
870423,1975fa91dc7f4da1ed38b259913edc70,1.0,1.0,1.0
870425,65087cf656152c1a822d962b04c1bfc2,2.0,1.0,1.0
870429,e1e3244905a7abe186d4a55c88be7581,1.0,1.0,1.0
870433,bd3e804d96cfea52290ad5be8dab09c5,1.0,1.0,1.0
870451,ab3406b8bfd0f600d46ca7c1e91f5e17,1.0,1.0,1.0
870476,7b9b9acb1dae71ffa56d6f7305c07ebb,1.0,1.0,1.0
870531,a24f21ef0c25265c1f49296278f72a4f,1.0,2.0,2.0
870574,3a0d04a958a43de8902dfaf7fef31496,1.0,1.0,2.0
870635,2c829349b10a672ee6852a736c2e7ec8,1.0,1.0,1.0
870646,d7e0a545d7e45f1a60006f3cea303bde,1.0,1.0,1.0
870718,dcc50faa994c1cab533f4aaec628046e,1.0,1.0,1.0
870727,9126be339eaa8d77ad8da8ef925ea6a4,2.0,3.0,3.0
871036,22cde0f4cebfb74876fba69dbff5d4bf,1.0,1.0,1.0
871040,4e6b8ff76117784783c7c65868ab2af1,1.0,1.0,2.0
871060,5f4842f14baececd75599a026f013c54,1.0,2.0,1.0
871085,5e10e886b0313720cc7f09126da3979a,1.0,1.0,1.0
871328,ce49bae090b04b098929f771a1f7b2ec,1.0,1.0,1.0
871342,ece357ac9a77e9423a3f180d32d3b7ad,1.0,2.0,2.0
871390,40b7b108fd519ed2338eac7db6428d6b,1.0,1.0,1.0
871401,c50c76f9748dbec1fe75590fb45373e3,1.0,2.0,1.0
871412,96df90e45dce32ea26eff271bacfde58,1.0,1.0,1.0
871421,138b9ea97e4a9d1da60ff50ec72e1852,1.0,1.0,1.0
871517,f52050fb3133c95e18c7cd699a354b39,1.0,1.0,1.0
871527,087608892395ad2fd62974f96042dcbe,1.0,1.0,1.0
871559,9e390c622e42b4e283e4cb1be3959de5,1.0,1.0,1.0
871589,c6a29d1b4852db20dad6da81336d62af,1.0,1.0,1.0
871600,b5ae4c710ec28c49dec6521c0ca220c6,1.0,1.0,1.0
871605,9a5390e73ef17c676dec2efa5d2ab38e,1.0,1.0,1.0
871650,9d252a7f1698d83242b4c6a6709634f4,1.0,2.0,1.0
871863,4b0ec71e0185aa1ef025079a80feab56,1.0,1.0,1.0
871893,d0113d61368ce3ea71193d25aee0e325,1.0,1.0,1.0
871911,93c8fb75e974e10f65df4097ef6de757,1.0,1.0,1.0
871946,899d76dff1c655b1b756957f739e2f8d,1.0,1.0,1.0
872088,b12c09b9c0dbab37f5e2d8d8901465ba,1.0,1.0,1.0
872098,2bd0f6176c614f1b7ea5ac689e9e14d5,1.0,2.0,2.0
872149,a3a98a6a5abe39ab951b45b513951d10,1.0,2.0,1.0
872207,fc6612f3862d6b5ed39870633aa835dd,1.0,1.0,1.0
872214,099abbdcf69d3c9d855ae32e3725f737,1.0,1.0,1.0
872334,0eb9427984bf21270e0c7bce5c00f63b,1.0,2.0,1.0
872377,9f0f1b6d3abd74625894f7325fd930fd,1.0,1.0,1.0
872439,ce03649a02f7c4e250371d5adfba2ac0,1.0,1.0,1.0
872489,283f0203769499c03454e85736f7fa01,1.0,1.0,1.0
872504,09ce0d9bd9f78fc4aa4056ce123dbc30,1.0,1.0,1.0
872531,6b1f0bbb6bc3e4512d2d257de9ba6e8b,1.0,1.0,1.0
872533,ea1de5d12d7b80161ddaefd2bc54260b,1.0,2.0,1.0
872591,645708f3793b4140a04c6dc1c9799fbf,1.0,2.0,3.0
872624,28d09550b6a113564baaed521fb61034,1.0,2.0,1.0
872681,68d6431fb6474df461b37fbb6fc8fdda,1.0,1.0,1.0
872708,5bbde09f2856c2608210810fa481437c,1.0,1.0,1.0
872712,9c689ffddf201bac07870aa6c34be59e,1.0,1.0,1.0
872733,1bd2d9e14dc21d688160ca91bed197c2,1.0,1.0,1.0
872934,f8f033ee570e1caf664fb927cc667697,1.0,1.0,1.0
872970,f1f375cf1e5a16985bb5059a56341fd2,1.0,1.0,1.0
872997,9dd630a1f1576d7f05b80550033d9b8c,1.0,1.0,1.0
873039,97fbc4e3bbd52a3de3a5d8e3b5e28c3f,1.0,1.0,1.0
873074,afda86e84a23ea1eed5c37d9ed83ab9d,2.0,2.0,3.0
873163,c47d04720c4f1ab51ba7952a3eb4495e,1.0,1.0,1.0
873168,87c590af57a2691e9f7be6a39292bd4d,1.0,1.0,2.0
873174,d4afc74f685ef989d8400d2c6bf2613c,1.0,1.0,1.0
873191,f2ad5fcb537d62abdcbc9e397a9958f5,1.0,1.0,1.0
873258,5fff3d61b126db690ee01beb2ad0e613,1.0,1.0,1.0
873278,5f6e44fd20cfd0384af038a99f68dcb6,1.0,1.0,1.0
873305,72f2b694b27d38951dd71b2cb6b1aa62,1.0,1.0,1.0
873314,247d781ecd5063ee27b07925b99cc5c9,3.0,3.0,2.0
873324,2b08f5d8c5706ef3b219b26f8a83da6c,1.0,1.0,1.0
873338,ca98a2af0fb08698cfc26668104bdba8,1.0,1.0,1.0
873362,13ea59877094f88052399392e951292b,1.0,1.0,2.0
873413,60d78d29ccc8cb50b48d378e1f92b4c3,1.0,1.0,1.0
873490,d2ae0509913001e37eb24e0a9e870a64,1.0,1.0,1.0
873501,2b329f48084b1c629a8c8aac83a9d0f8,1.0,1.0,1.0
873583,1a121d6335306be9b1f44048937ee14d,1.0,1.0,1.0
873707,c1c5582b5ef3970cc17ff0769b676115,1.0,1.0,1.0
873771,c5c195bfbc2f2166104c8e0c4cb77b10,1.0,1.0,1.0
873806,5e58356f0131e61667cddffd30239021,1.0,1.0,1.0
873826,25cbece8f265277dfe5197aaf31088e7,1.0,1.0,1.0
873848,fbf936a9a808f49c319633cb7a46a6a8,2.0,2.0,2.0
873911,c4e07b70d6838abbface117b24a8744d,1.0,1.0,2.0
873928,57b20e7799c05d1163b297c8be01c430,2.0,3.0,3.0
873965,51be8467efca81c9dbde49958525ef36,2.0,1.0,2.0
873998,d917ce9d51739d914d16a267a6f5a02a,1.0,1.0,1.0
874037,d584910766a6fb45c4ea24a2952b30cb,1.0,1.0,1.0
874074,a37aedf86b5a3d20b52b324db4d73d22,1.0,1.0,1.0
874112,5618ac61533a68a2976865e92057043e,1.0,1.0,1.0
874191,7ee4a6066ca27bb5a24fb8e48789a11b,1.0,1.0,1.0
874213,9770625a8a261c3d820b1d9d748c2aa8,1.0,1.0,1.0
874229,8799f18aff856abfbcf6f5a7636b179a,2.0,1.0,2.0
874444,cf2d79736feadc2ad2160f15e68c9552,1.0,1.0,1.0
874466,03c02b7db355d7f080e93c4d41b5ee02,1.0,1.0,1.0
874470,2951d4d914d730c0ba798bb4ab934ece,1.0,1.0,1.0
874483,ad30808184fe7c0bd92c0f47857dae0f,1.0,1.0,1.0
874507,b98a9938b931455455b45d95c7c8295c,1.0,1.0,1.0
874519,27026773226a4669d46b647c386bc133,1.0,1.0,1.0
874522,4416c9eb5fd24474ad1a1b3bc484b602,1.0,1.0,1.0
874542,6b242085dc2e4e27ebd5d38948659e33,1.0,1.0,1.0
874623,494c909db4951de889f968ee17719c97,1.0,1.0,1.0
874630,66d172d934182c71902e3a9923467afa,1.0,1.0,1.0
874646,7f3e9a8bc6d19f9af5fc52283b50967c,1.0,1.0,1.0
874727,a8d71a51bb118a636df4906703fc191b,1.0,2.0,1.0
874734,97151dca5e323fcda622d66f70bc4360,1.0,1.0,1.0
874752,a144271a4448afc77ac604e78f64400a,1.0,1.0,1.0
874798,f23d5f11669511122dfc75c6ab62be02,1.0,1.0,1.0
874881,c72e17bcdabe0dd6dace90bee4d1784a,1.0,1.0,1.0
874894,ae0e20e39fdf381ee874f8857261f96c,1.0,1.0,1.0
874960,bffcdfefee2d815259ff2e5e73c16172,1.0,1.0,2.0
875068,3fe931dc323090dd2f689d5a9edb3a18,1.0,1.0,1.0
875072,061bd14b8a30dca2331a6c619739a5b3,1.0,1.0,1.0
875129,5b74744c95a762de62cc12953b532fe5,2.0,1.0,1.0
875172,72a287f329ec3d33891ac23c20b004ad,1.0,1.0,1.0
875303,4df45de75ed35711079d2ae47cc1af11,1.0,2.0,1.0
875308,8935fc324772cdce21a891ac23571391,1.0,1.0,2.0
875322,dd35ea309bb0b3b9719e77cb9b5d05f0,1.0,1.0,1.0
875336,fe5c91fb647695da9da11a7c54b6f9f0,1.0,1.0,1.0
875355,5716b338128604d77a43903419a91318,1.0,1.0,1.0
875365,17a6761ea213df4c96c5d4cf2c82f4bf,1.0,2.0,2.0
875394,0bd64238d38aa1a1c2622e3721cb7894,1.0,2.0,1.0
875415,775240522dcc87891f32c900d60cfe44,1.0,3.0,3.0
875440,3b7c4ddd67a206b4642e268b488b7200,1.0,1.0,1.0
875462,c21716edd485cde19aaa713c27bafa6f,1.0,1.0,1.0
875473,8624b005550324672d6a4f9776369c5b,1.0,1.0,1.0
875488,e7601f76514ec886f93b4d72b40c7fde,1.0,1.0,1.0
875499,493e6864cb000b62e69000c31c0ec204,1.0,1.0,1.0
875513,c7732c3ea36367f6da13fac06b1954a9,1.0,1.0,1.0
875529,01c59d1ca897dcd24141cb973c8339ec,1.0,1.0,1.0
875538,cdbce03aab5984a2df93a2fc6fec5aa3,1.0,1.0,1.0
875539,cb54243542a97ae9b1f040b111481a13,1.0,1.0,1.0
875547,e3a361657e4fbc1435982b2ccbf09aa2,1.0,2.0,2.0
875574,341314bf51897188cc51dfc08371266f,1.0,1.0,1.0
875584,e5d0c82b3eb1b4e2e2b789821628b753,1.0,1.0,1.0
875601,afb682d84d4c2a1c8a17d3fbcb0db469,1.0,1.0,1.0
875668,bc7d983629e5222e81164b05397d7a6d,1.0,1.0,1.0
875706,2cbfcee5ef11130de8eaa1c793c91416,1.0,1.0,1.0
875726,fdb32d26813f07651d6ad7d8021dbc8f,1.0,2.0,2.0
875729,796aa7c114c7f706339c5c014bd11d69,1.0,1.0,1.0
875737,441b6d2340a61dad8bdeff1e6820e2cb,1.0,1.0,1.0
875751,22c26b38a9fd7f9c47c8ffd6d7df258a,1.0,2.0,1.0
875782,c91409579242f0f476adbdb8df9467af,1.0,3.0,3.0
875788,1c3856008c35fea93106347a7f23e1b4,1.0,1.0,1.0
875819,1307e7f403faa99cc636cc29cd0968b7,1.0,1.0,1.0
875825,491bfd692439257bd2dac76b2409f814,1.0,1.0,1.0
876075,be68d92c80d5d26b3325b6ea715bfda8,1.0,1.0,1.0
876088,dfe9a4a39b53b8523f5bbc5e0c81ccb6,1.0,1.0,1.0
876108,a28d7ff1db77d74616f86d0100ba64a1,1.0,1.0,1.0
876112,a2a6a03d511a1dcea07edb3210492d16,1.0,1.0,1.0
876134,af0baf8a59938ea1ededda82ac84e682,2.0,3.0,2.0
876160,2244d067c1b9b5d17fc2ddbc55937ca6,1.0,1.0,1.0
876336,f0fd0bea7cd078037e6afeeb36eee422,1.0,1.0,1.0
876339,59545731a7fda98eb49cacfbf399d51f,1.0,1.0,1.0
876397,c70ef62119eb14136b4130719d55c9e2,1.0,1.0,1.0
876511,b37cf7ed2d38a940bd9150d53bbd7620,1.0,1.0,1.0
876520,2f2eca135e7249b91faf2e09070188f5,1.0,2.0,1.0
876541,c1e11825748d08645caf743115a621cd,1.0,2.0,1.0
876663,c5634380eccb2e57b471b673320013ea,1.0,1.0,1.0
876697,5ad6c2b1561637b587cf8ba08ff9af45,1.0,1.0,1.0
876740,4aff300ac237f92501334d781c276639,1.0,1.0,1.0
876761,225c34496665d7cf2f821d25cf809a8c,1.0,1.0,1.0
876828,717bbd5a884c12ce1dfb9d730d1feb5b,1.0,1.0,1.0
876843,8f908b37201074cfeec017b49eee38d2,1.0,1.0,1.0
876845,714fa97fb41f811b9883c0ee37c6a4ff,3.0,3.0,2.0
876887,b54207e4872a118788818034fbf0196f,2.0,2.0,1.0
876898,6ca24fc0f159a8f5f9739e8718a82311,1.0,1.0,1.0
876958,f0e8121430133a4654bcf26b9f2d4b22,1.0,1.0,1.0
876977,59456dd6886f5a58f1cae6677ba07d91,1.0,1.0,1.0
877081,bc7dcc384d18e75b872db09bf623fa80,1.0,1.0,1.0
877086,25a5fa371a3f95b542d63133af5a22b4,1.0,2.0,1.0
877111,6d4c96930951ec72e347c148b68f4843,1.0,1.0,1.0
877166,71b34f89d2c909e8bc1b0bfa5e51e742,1.0,1.0,1.0
877243,d7be5a3533db01e865ad19a387e20e94,1.0,1.0,1.0
877309,e183a359d42d8a3917d91fdc6ce026d7,1.0,1.0,1.0
877326,2d2704621a9249101c08e06c14fb7de9,1.0,1.0,1.0
877349,0e570371663773531c799f497213b4ca,1.0,2.0,2.0
877469,cf884b6f269a8f2177cb11e2b4b82db7,1.0,1.0,1.0
877478,19790d3577fed7c89c7256855403b7f9,1.0,1.0,1.0
877494,bd8e43c2292e5fb09f1ba4258f30aceb,1.0,1.0,1.0
877516,c824d7974e5086b59c5659adaa896cd3,1.0,1.0,1.0
877591,cf0b3fea0370bc72128ff521ccad07e3,1.0,1.0,1.0
877601,34d475fb7fb2ace8d6a8541a4d4b7fde,1.0,1.0,1.0
877616,64847295e6a9b2a45a0ae4afb5e17ac0,1.0,2.0,2.0
877659,0d213a39ab15355c23764838a2dfc350,1.0,1.0,1.0
877676,277d24ef7bf9c2118e3653349a955f22,1.0,1.0,1.0
877690,15fe43ebb3dd70960b35ea5afca72efc,1.0,1.0,1.0
877820,8f8fb3df64ae9626f2058284449d4018,1.0,3.0,2.0
877836,22da4201f4c12d431308a143376e16a9,1.0,2.0,2.0
877889,39d803607bfa52af5247e0be362b701b,1.0,1.0,1.0
877927,cbe746bb4cfb2d947f49f778867a2857,1.0,1.0,1.0
877930,0cac63f10bb94c59292055947625816f,1.0,1.0,2.0
877953,644e60501a7e95b0d78d0b6e28c24c31,1.0,1.0,1.0
877958,835a333501ead80d03d8fe4c8e9210ea,1.0,1.0,1.0
878115,bf7022811adbe2b948a0e1e28e92d319,1.0,2.0,2.0
878128,afede59399169b7cdcf80be91862b1a1,1.0,1.0,1.0
878144,0e50fe821e57434f319ff156f297dc78,1.0,1.0,1.0
878169,8400a9847e9da00147489bcd511ddd6d,1.0,1.0,1.0
878189,b3d9e753ff85125d84c83f3a0a9ad566,1.0,1.0,1.0
878209,ddc539db60bdfd3245bbf244f4e95281,1.0,1.0,1.0
878228,5974b97b4b89acb948c867fccbd2a0b9,1.0,2.0,1.0
878235,aca766c48e7aca3e78998051ea234c29,1.0,1.0,1.0
878275,be975fa798283f1991fdc6166780474c,1.0,1.0,1.0
878312,dd2ef3feb30a114d9598b372589acbbc,1.0,1.0,1.0
878368,06b73693e7eeaf3636a776ef08b8d6b4,1.0,1.0,1.0
878374,6389762a864086fa37eaf24b0bf29575,1.0,1.0,1.0
878383,555e0f033ac6eb60ef4ea3cbfd9ae8e7,1.0,1.0,1.0
878389,3c054439c97bee3cdb457d5e9d14670b,1.0,1.0,1.0
878393,7e29dca2ce20bab6f8f9b54d864f8309,1.0,1.0,1.0
878415,03e9d4e44a8f186b9f38ee57756bead9,3.0,1.0,4.0
878428,7a3ad21544e6b2357d6222b933e0d3db,1.0,2.0,2.0
878445,5311b9148b8e9a266c72d38e14c46ff9,1.0,1.0,1.0
878448,e184e23700bcc6d7a127494b5d37a4b8,1.0,1.0,1.0
878476,043e1df2afcd85f45835b0c8dd3cddab,1.0,1.0,1.0
878480,954a6ccebbb13d85a2c704791e59bd9c,1.0,1.0,1.0
878497,be15fd20f0b3cab22b9473ab7e62c6b5,1.0,1.0,1.0
878505,441a649bee6bd1fa4315ac79d88e0349,1.0,2.0,1.0
878513,9d7a8ea946f3dd0ab4a28cfe94ea5e97,1.0,3.0,2.0
878548,74f9dcc50d170a6c65d81b02856344bc,1.0,1.0,2.0
878571,d16fdae876b93a24f5c07f56be6593e5,1.0,2.0,1.0
878576,9ecd55c046358a84c2e4f3eeb862d24b,1.0,1.0,1.0
878604,171dcb2eac9d57629fea8ca9394c2e5e,1.0,1.0,1.0
878610,8e276d2c2fe9edb25bedbdcf0b007dfe,1.0,1.0,1.0
878616,39dc8b9ff7b40c159adebc579c2591a5,1.0,1.0,1.0
878621,b2c23f481bd1be8c80c1ff0ffb2d165f,1.0,1.0,1.0
878627,046d061bf038d70dca5eed5f481914c4,1.0,1.0,1.0
878744,3821077408ed2a65f761d5eb9855419a,1.0,1.0,1.0
878753,08a4b77a0a317983033ac780ea93a407,1.0,1.0,1.0
878754,d5e0da7195304da4d05f0d4babf83767,1.0,1.0,1.0
878812,13294ec34fb37d6fe0ad32d6d0fa5b10,1.0,1.0,1.0
878823,b1d68353f272bc8b575ebbe4d5cdf8ba,1.0,3.0,1.0
878831,f80eb9f8e5d9a9ed93129308906d589f,2.0,1.0,1.0
878852,bffb55f0292e48c01f935ecafc6ccf14,1.0,1.0,1.0
878867,907e90aa97024072880166a80bc4ae08,1.0,1.0,1.0
878888,b9c7d0e78dbe62b7c17a097c70b08b4e,1.0,1.0,1.0
878896,bd291a03223d970bcd071ec0a157e964,1.0,1.0,1.0
878923,187293165763b512b62de65849902f6c,1.0,1.0,1.0
878987,6361277defa26e9ab448ee06737f711b,3.0,2.0,3.0
879106,934efbfba30e9895444adcaebda1fe8c,1.0,2.0,1.0
879121,e97ddcba714d8cd94e83e2bc5317561e,1.0,1.0,1.0
879183,09f9c413f0377b9a0444f37f7dd36df1,1.0,1.0,1.0
879196,8b0c93c195f276109c8b84ccc0e9bdc5,1.0,1.0,1.0
879212,4d931e01899fef40ebfc00f58fbc7a41,1.0,1.0,1.0
879231,a6014329c7b78a06080514016163e4c2,1.0,1.0,1.0
879257,d1b42757c9c8ab12c522343c10806a54,2.0,3.0,4.0
879330,f3d9b8416a05baa5fd904491b645b431,1.0,1.0,1.0
879353,744b31ef8b5ddb3c06018463efc1a144,1.0,2.0,1.0
879418,d408bea873524a60d2f644b1443197f5,1.0,1.0,1.0
879458,a035c02471ea3f1b351b3e719ebfe7b0,1.0,1.0,1.0
879463,f46f33f79a385e1d3face78b6ab1a49e,1.0,1.0,1.0
879468,5b9c938bdde00fc6d071141ad6068510,1.0,1.0,1.0
879489,8d2cc658d1a05d549b480c4c6d94445e,1.0,2.0,1.0
879533,4df60c5aa0546e14047b986bee6cf5d8,2.0,1.0,1.0
879605,beeccd1ddd8de282cba20a9841456048,1.0,1.0,1.0
879641,c56f525b5fbec953493c303f292b935b,1.0,1.0,1.0
879664,0401f50e8f53f82eb1aacfc8a58ae3e5,2.0,2.0,2.0
879680,09a328bcb99967f1a944312a78aa3f7d,1.0,1.0,1.0
879707,2c7e213a1d5a31f3fc773f80220df785,2.0,2.0,3.0
879785,290b6211e00755e62a315674de56e0f1,1.0,1.0,1.0
879795,f761851a4091a336ef41bd9954e0d7fc,1.0,2.0,2.0
879832,0fcf255ad884c8166353e57d6bbbda88,1.0,1.0,1.0
879864,1f25e350c8bb6d66120f05eb969d4daf,1.0,1.0,1.0
879898,945cfddbcc3d8855e5cab9eaf326247c,1.0,1.0,1.0
879909,861bf295ebdb99197588adf68b72bb40,1.0,1.0,1.0
880041,0c411d7ed4ec02cc3329f19c2421905b,1.0,1.0,1.0
880044,17d690c2aae3c344e9e1cb552e4ceee4,1.0,1.0,1.0
880077,39d6c1645815f713e475bed730524468,1.0,1.0,1.0
880109,98beb89139856f4f80881f50956133c4,1.0,1.0,1.0
880127,20f16c691038ff6c3547ab3ab41ff9fe,1.0,1.0,1.0
880185,f3faadfff336eab322085807d7000f48,1.0,1.0,1.0
880211,6e6f646a228dc1bbb0464e6f2195a5bb,1.0,1.0,1.0
880246,0aaa674194c902ecd4563954068682c2,2.0,1.0,1.0
880252,3cef5eeca83917da4f273345fb1ab367,1.0,1.0,2.0
880313,8bec1c53f259e24dabb7968695e6262d,1.0,1.0,1.0
880318,49f5f61df38738ed89e73f5afb38214d,1.0,1.0,1.0
880471,a5075c3514b4bbde70a36f5afc8d0f4f,1.0,1.0,1.0
880476,d7286f07c44b997ca5dc6497b1aa11b0,1.0,2.0,1.0
880511,3c8d6540fad6eac1705f3c4374584941,1.0,1.0,1.0
880514,f653aebc4946611e223f8f8d9e4cfb98,1.0,1.0,1.0
880576,ea05889ec77af94ad839f846881242d1,1.0,1.0,1.0
880665,53f54cc0a591b2842da9c00094e560aa,1.0,1.0,1.0
880673,4f8e4a69e21165c9d0811db7ac4e4f44,1.0,2.0,1.0
880683,a26e64e503b921d34269afa799db2224,1.0,2.0,2.0
880762,7ec77a8c2c7cd061886572a7570ff69a,1.0,2.0,1.0
880783,7699b9ff84e345f78cc8e252eecc63be,1.0,1.0,1.0
880790,df226bcc0e95b9704319727aa79970c2,1.0,1.0,1.0
880835,634a8caf7698b911230664f67a38579f,1.0,1.0,1.0
880846,c82f9f20db24ac178c9674cb18a06bea,1.0,1.0,1.0
880888,ccbb5bf3d38ef448728bda60926cb728,1.0,2.0,1.0
881037,3bb5b5bcfb8fc2a6f03cc61bd9c074ea,1.0,1.0,1.0
881060,24270ae58d625cf7d4c75a6d83b45a15,4.0,4.0,3.0
881092,20b094a09dafead40dfbb402a7b024ad,1.0,3.0,1.0
881224,41fd96b71cfc1c4706fa997fe79be40b,1.0,1.0,1.0
881235,247a4afbcf8c08d5e540dab2659fd380,1.0,1.0,1.0
881242,56faf478b98280e0347070441bde6f73,1.0,1.0,1.0
881289,1425c7ee0ddf04e56cfe1af1443a45c8,1.0,1.0,1.0
881299,cef50ea92fc350d954b8c51b23ed2474,1.0,1.0,1.0
881300,b227526004846dd0866391359d29b16a,1.0,1.0,1.0
881306,f166c0d797ffae0de34bd00e09c928c9,1.0,1.0,1.0
881330,c291628cb26b3f56cb3e6a08728c29e1,1.0,1.0,1.0
881355,45184e5d3144f9e5c6b87ff0962ce359,1.0,1.0,1.0
881363,4f1a5492490311978de08e66f9fdd759,1.0,2.0,2.0
881389,9d54b7bd5589eac00bf1ba0d96260cbf,1.0,1.0,1.0
881401,16f2f00515c5fa0547bd99feabdbd3c1,1.0,2.0,2.0
881417,bd7e293a103842ab328cc1ef78e23371,1.0,1.0,1.0
881453,6447c4991ee1c38a5b0cbc8fd82c09a4,1.0,3.0,1.0
881519,f615000b60bdec2d52d0777356b07f92,1.0,1.0,1.0
881528,d0ee792e86403be20a8ea6a71007967d,1.0,1.0,2.0
881533,08e9ec3a3d40bbb84bbf63f72ece52ad,1.0,1.0,1.0
881556,90186bf83e58ccb36156394d71d4c3ba,1.0,1.0,1.0
881606,b407f85b838ca337c2e19bfab64735e6,1.0,1.0,1.0
881629,7f96c4df5d84a71cbf5f8e8fe0c6e784,1.0,1.0,1.0
881643,6f9cb05dae40f8b67504307c41f80df0,1.0,1.0,1.0
881659,f39e8e537e8811580fb367d016c8cc0c,1.0,1.0,1.0
881815,704138f7319225451fc932afc7531dfa,1.0,1.0,1.0
881825,525dde4fa81ea2c30b68c8486f468cfe,1.0,1.0,1.0
881868,b63f0818011955adee422500db657eb4,1.0,1.0,1.0
881928,3230eeadfc81b90e10b538737e1d287b,1.0,2.0,1.0
882031,cfc5b4859071d92cdbc76b2086cbd1ba,1.0,1.0,1.0
882061,3877ebae8a40f62766a70b469c6cd6cc,1.0,1.0,1.0
882070,2ebd82e7ee5e7f16c120f150e6da5130,1.0,2.0,1.0
882089,15bd995b147b1605b12db7f507ae32c5,1.0,1.0,1.0
882096,b2ef82577a33adfb8a3acdec02ac6935,1.0,1.0,1.0
882174,af91143e2eacf488d671412d65d600cd,1.0,1.0,1.0
882180,62e8f81aa42668f9f7ada1dd4928d197,1.0,1.0,1.0
